Nom;Text;Original Text;Tags
Loading screen Noob tip Low;Votre champion continuera d'attaquer après un simple clic.;Your champion will continue attacking after only a single click.;LoadingScreen, NoobTip, NoobTipLow
Loading screen Noob tip Low;Dans le menu Options, vous pouvez attribuer un raccourci clavier qui peut ouvrir et fermer la boutique d'objets (’P’ par défaut).;In the Options menu, you can assign a keybind that can open and close the Item Shop.;LoadingScreen, NoobTip, NoobTipLow
Loading screen Noob tip Low;Les Bushs, les zones herbeuses autour de Summoner's Rift, vous cache des ennemis.;Brush, the grassy areas around Summoner's Rift, hides you from enemies.;LoadingScreen, NoobTip, NoobTipLow
Loading screen Noob tip Low;Vous bénéficiez des avantages des objets dès que vous les achetez. Pas besoin de s'équiper !;You gain the benefits of items right when you buy them. No need to equip!;LoadingScreen, NoobTip, NoobTipLow
Loading screen Noob tip Low;Dans le menu Options, vous pouvez attribuer un raccourci clavier qui vous permet de discuter avec d'autres joueurs de votre équipe (’Entrée’ par défaut).;In the Options menu, you can assign a keybind that lets you chat with other players on your team.;LoadingScreen, NoobTip, NoobTipLow
Loading screen Noob tip Low;Les monstres de la jungle ne vous feront pas de mal à moins que vous ne les attaquiez.;The monsters in the jungle won't hurt you unless you attack them.;LoadingScreen, NoobTip, NoobTipLow
Loading screen Noob tip Low;Les capacités n'affectent généralement pas les bâtiments.;Abilities don't usually affect buildings.;LoadingScreen, NoobTip, NoobTipLow
Loading screen Noob tip Low;L'or peut être dépensé pour améliorer des objets afin de vous rendre BEAUCOUP plus puissant.;Gold can be spent to upgrade items to make you MUCH more powerful.;LoadingScreen, NoobTip, NoobTipLow
Loading screen Noob tip Medium;Tant qu'il n'y a pas de sbires ennemis à proximité, les tours ne subissent que 33 % des dégâts subis.;While there are no enemy Minions nearby, Towers only take 33% of incoming damage.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Dans le menu Options, vous pouvez attribuer un raccourci clavier pour que votre champion arrête d'attaquer (’S’ par défaut).;In the Options menu, you can assign a keybind to make your champion stop attacking.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Vous pouvez acheter des objets pendant votre mort.;You can buy items while dead.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Les effets d'objet marqués comme un passif UNIQUE ne fournissent leur avantage qu'une seule fois.;Item effects marked as a UNIQUE Passive provides its benefit only once.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Le dragon ancestral apparaît après qu’une équipe ai tué 4 dragons. Le tuer donne à votre équipe un grand pouvoir et amplifie les effets des dragons déjà tués !;The Elder Dragon spawns after 35 minutes. Slaying it gives your team both great power and amplifies the effects of already slain dragons!;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;L'utilisation de Wards vous permettra de voir là où vous n'êtes pas, même dans les buissons !;Using Wards will let you see where you're not, even in bushes!;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Si vous maintenez la touche Ctrl ou Alt enfoncée, vous pouvez cliquer et faire glisser avec votre souris pour accéder à un menu de pings spéciaux.;If you hold down Ctrl or Alt, you can click and drag with your mouse to access a menu of special pings.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Individuellement, les Minions ne font pas beaucoup de dégâts. Mais en groupe, leurs attaques font la différence !;Individually, Minions don't do a lot of damage. But in a group, their attacks can really add up!;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Les sbires ennemis se retourneront pour vous attaquer si vous attaquez un champion près d'eux.;Enemy Minions will turn to attack you if you attack a champion near them.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Certaines capacités, comme Frappe décisive de Garen, peuvent endommager les tours.;A few abilities, like Garen's Decisive Strike, can damage Towers.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Au niveau 9, vous pouvez améliorer votre trinket gratuitement.;At Level 9, you can upgrade your trinket for free.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Certains champions peuvent utiliser des capacités pour se déplacer sur les murs, leur permettant d'attaquer ou de s'échapper de manière inattendue.;Some champions can use abilities to move over walls, allowing them to attack or escape unexpectedly.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Les couleurs des infobulles de vos capacités peuvent vous donner des indices, par exemple sur les statistiques d'objet qui renforcent cette capacité.;The colors in your ability tooltips can give you hints, such as which item stats make that ability stronger.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Si vous réussissez le dernier coup qui tue un sbire ou un monstre de la jungle, vous gagnez l'or pour ce kill.;If you land the last hit that kills a Minion or jungle monster, you earn the gold for that kill.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;L’AP augmente l'efficacité globale de nombreuses capacités, pas seulement les dégâts.;Ability Power increases the overall effectiveness of many abilities, not just damage.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Vous pouvez maintenir la touche Alt enfoncée pour lancer une capacité sur vous-même.;You can hold down Alt to cast an ability on yourself.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Vous pouvez rapidement mettre à niveau une capacité en maintenant la touche Ctrl enfoncée et en appuyant sur le raccourci clavier de la capacité.;You can quickly level-up an ability by holding Ctrl and pressing the ability's hotkey.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Contrairement à la plupart des sorts canalisés, Rappel peut être interrompu par des dégâts. Cela peut être utilisé pour perturber les plans de votre adversaire !;Unlike most channeled spells, Recall can be interrupted by damage. This can be used to disrupt your opponent's plans!;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;"Les sbires qui apparaissent ensemble sont communément appelés ""vague"".";"Minions that spawn together are commonly referred to as a ""wave.""";LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Medium;Chaque section de la barre de santé d'un champion représente 100 PV.;Each section of a champion's health bar represents 100 HP.;LoadingScreen, NoobTip, NoobTipMedium
Loading screen Noob tip Advanced;Vous pouvez faire un clic droit pour acheter et vendre des objets.;You can right click to both buy and sell items.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Tuer 3 vagues de Minions vaut plus d'or que de tuer 1 champion au début du jeu. Les Minions valent encore plus plus tard !;Killing 3 waves of Minions is worth more gold than killing 1 champion at the game's start. Minions are worth even more later!;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;La boutique d'objets peut être redimensionnée en faisant glisser son coin inférieur droit.;The Item Shop can be resized by dragging its bottom right corner.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Vous pouvez consulter l'inventaire des objets d'une tourelle pour voir de nombreux types d'effets spéciaux que les tourelles ont.;You can look at a Tower's item inventory to see many kinds of special effects that Towers have.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Le Dragon réapparaît 6 minutes après sa mort.;The Dragon respawns 6 minutes after its death.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Les tours infligent de plus en plus de dégâts à chaque coup.;Towers deal increasingly more damage with each hit.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Le point vert sur les portraits de vos coéquipiers indique quand leurs capacités ultimes sont prêtes !;The green dot on your teammates' portraits shows when their ultimate abilities are ready!;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Les champions invisibles peuvent être révélés avec la trinket rouge;Invisible champions can be revealed with the Sweeping Lens and Oracle Alteration trinkets.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Les champions avec des attaques automatiques renforcées, comme Jax, peuvent réinitialiser leurs attaques automatiques avec ces capacités, leur permettent d’effectuer une attaque de base plus rapidement.;Champions with empowered autoattacks, like Jax, can reset their autoattacks with said abilities.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Les icônes de tourelle sur la mini-carte deviennent vides à mesure que leurs tourelles sont endommagées.;Tower icons on the minimap become empty as their towers become damaged.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Tuer le Baron Nashor accorde à votre équipe beaucoup d'or et un rappel beaucoup plus rapide qui vous permet de revenir et d'améliorer vos objets rapidement.;Slaying Baron Nashor grants your team a lot of gold and a significantly faster recall that lets you get back and upgrade your items quickly.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;La première tour prise dans une partie rapporte de l'or supplémentaire.;The first Tower taken in a game gives out extra gold.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Les éliminations de champions valent plus d'or pour votre équipe si plusieurs personnes ont contribué à l'élimination.;Champion kills are worth more gold to your team if multiple people contributed to the kill.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Advanced;Parfois, la menace d'une capacité est plus dangereuse que l'utilisation de la capacité.;Sometimes the threat of an ability is more dangerous than the usage of the ability.;LoadingScreen, NoobTip, NoobTipAdvanced
Loading screen Noob tip Experienced;Tant qu'il n'y a pas de serviteurs ennemis à proximité, les tours deviennent immunisées contre les dégâts réels et ne subissent que 33 % de tous les autres dégâts.;While there are no enemy Minions nearby, Towers become immune to True Damage and only take 33% of all other damage.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Le Carapateur perd son armure et sa résistance magique après avoir été immobilisé.;The Rift Scuttler loses her Armor and Magic Resist after being immobilized.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Dans la boutique d'objets, vous pouvez survoler les mots soulignés pour voir plus d'informations.;In the Item Shop, you can hover over underlined words to see more information.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Si vous flashez dans un mur, vous apparaîtrez à l'emplacement le plus proche. Utilisez-le pour gagner de la distance supplémentaire.;If you Flash into a wall, you will appear at the nearest location. Use this to gain extra distance.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Vous pouvez lancer Flash pendant le temps d'incantation de certaines capacités, ce qui vous permet de surprendre vos adversaires.;You can cast Flash during the cast time of some abilities, letting you surprise your opponents.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Bien qu'il n'y ait pas de dragon présent, vous pouvez voir quel type de dragon arrivera ensuite en regardant le symbole dans sa fosse.;While there's no Dragon present, you can see which kind of Dragon will arrive next by looking at the symbol in its pit.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Certains monstres ont une résistance magique négative. Les dégâts magiques leur infligent des dégâts supplémentaires.;Some monsters have negative Magic Resist. Magic Damage deals extra damage to them.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;L’Herald revient dans le Néant à 19:30, mais s'il est en combat, il peut rester encore 20 secondes.;The Rift Herald returns to the Void at 19:30, but if it's in combat it can stay for another 20 seconds.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Si vous vous retrouvez à attaquer un ennemi alors que vous vouliez vous tenir seul dans un buisson, le buisson dans lequel vous vous trouvez contient probablement une ward ennemie.;If you find yourself attacking an enemy when you meant to be standing alone in a bush, the bush you're in likely has an enemy ward in it.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Les ward que vous posez avec votre trinket ne dure qu'un temps limité. Vous pouvez cliquer dessus pour voir leur durée restante.;Warding Totem and Sightstone Wards only last for a limited time. You can click on them to view their remaining duration.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Il faut un peu plus de 30 secondes à un Sbire pour atteindre le centre de la Top Lane à partir de son apparition. Il faut un peu plus de 20 secondes pour la Mid Lane.;It takes just over 30 seconds for a Minion to reach the center of Top Lane from when it spawns. It takes just over 20 seconds for Mid Lane.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Les wards détruites laissent derrière elles des débris. Plus ils sont brillants, plus la ward a été détruite récemment.;Destroyed Wards leave behind debris. The brighter they are, the more recently they expired.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Vous pouvez placer des wards et boire des potions tout en canalisant un sort, tel que Rappel.;You can place Wards and drink Potions while channeling a spell, such as Recall.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Vous pouvez regarder vos propres Sbires sur la mini-carte pour deviner où se trouvent les Sbires de votre adversaire.;You can watch your own Minions on the minimap to figure out where your opponent's Minions are.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Laisser quelques Minions ennemis en vie dans une voie fera avancer lentement vos Minions sans que vous ayez besoin d'être là.;Leaving a few enemy Minions alive in a lane will cause your Minions to slowly push forward without you needing to be there.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Lorsque le tableau de bord est ouvert, cliquer sur les timers des monstres en haut pour les communiquer à vos coéquipiers. Pas besoin d'appuyer sur Alt.;While you have the scoreboard open, clicking the monster timers in the top communicates them to your teammates. No need to press Alt.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Au début du jeu, une attaque d'un groupe de 3 Sbires lanceurs de sorts inflige plus de dégâts totaux qu'une seule attaque de n'importe quel champion non équipé.;At game start, an attack from a group of 3 caster Minions deals more total damage than a single attack from any unequipped champion.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;League of Legends change fréquemment. Assurez-vous de lire régulièrement vos infobulles pour vous tenir au courant !;League of Legends changes frequently. Make sure to read your tooltips regularly to keep up to date!;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Les champions sont plus vulnérables aux attaques lorsqu'ils sont au milieu d'une action, comme attaquer un Sbire.;Champions are most vulnerable to attack when they are in the middle of an action, like attacking a Minion.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Le baron Nashor fait beaucoup plus de dégâts à ceux qui sont derrière lui.;Baron Nashor does much more damage to those behind him.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Attaquer un ennemi alors que vous êtes à l'intérieur des bushs vous révélera.;Attacking an enemy while you're inside brush will reveal you.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Il est possible de se téléporter sur de nombreux objets créés par les champions. Cela inclut la lanterne de Thresh, le drapeau de Jarvan ou même les blobs explosés de Zac.;Many objects created by champions can be Teleported to. This includes Thresh's lantern, Jarvan's flag, or even Zac's exploded blobs.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Les statistiques obtenues à partir d'un niveau de champion valent généralement plus d'or que l'or d'un champion tué.;The stats gained from a champion level is usually worth more gold than the gold from a champion kill.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Noob tip Experienced;Lorsque des objets qui partagent un Passif UNIQUE sont tous les deux équipés, la meilleure partie de chaque Passif s'applique, mais les effets individuels ne se dupliquent pas.;When items that share a UNIQUE Passive are both equipped, the best part of each Passive applies, but the individual effects do not duplicate.;LoadingScreen, NoobTip, NoobTipExperienced
Loading screen Miscellaneous (divers);Le fond d'écran classique de Jinx est une version démolie de Vi.;Jinx's classic splash background is a demolished version of Vi's.;LoadingScreen, Miscellaneous
Loading screen Miscellaneous (divers);Un restaurant de sushis en Chine proposait autrefois des réductions en fonction du rang classé.;A sushi restaurant in China once offered discounts based on League rank.;LoadingScreen, Miscellaneous
Loading screen Miscellaneous (divers);Il faut 3 heures et 20 minutes pour voyager de fontaine en fontaine uniquement en utilisant le flash (sans maîtrise).;It takes 3 hours and 20 minutes to travel from fountain to fountain only using flash (without masteries).;LoadingScreen, Miscellaneous
Loading screen Behaviour;Le BSing compétitif est ok. Le discours haineux ? Pas tellement.;Competitive BSing is fine. Hate speech? Not so much.;LoadingScreen, Behaviour
Loading screen Behaviour;La vie arrive. Nous avons compris. Mais pour les joueurs qui continuent de quitter le jeux, LeaverBuster infligera une pénalité.;Life happens. We get it. But for players who keep leaving games, LeaverBuster will issue a penalty.;LoadingScreen, Behaviour
Loading screen Behaviour;Quelqu'un a-t-il fait de bons calls ? Honorez-le après le match.;Did someone make some great calls? Honor them after the game.;LoadingScreen, Behaviour
Loading screen Behaviour;Un coéquipier a-t-il aidé à rendre cette partie génial ? Honorez-le après le match.;Did a teammate help make this game great? Honor them after the game.;LoadingScreen, Behaviour
Loading screen Behaviour;Ne laissez pas la frustration d'un autre joueur contrôler votre prochain coup.;Don't let another player's frustration control your next move.;LoadingScreen, Behaviour
Loading screen Behaviour;Votre coéquipier a gardé la tête froide après un mauvais départ ? Honorez-le avec GG <3;Teammate kept a cool head after a bad start? Honor them with GG <3;LoadingScreen, Behaviour
Loading screen Behaviour;Tout le monde rate un skill shot de temps en temps, même vous.;Everyone misses a skill shot occasionally, even you.;LoadingScreen, Behaviour
Loading screen Behaviour;Les erreurs sont des opportunités, vous savez. -Reignover;Mistakes are opportunities, you know. -Reignover;LoadingScreen, Behaviour
Loading screen Behaviour;Est-ce que quelqu'un est toxique dans le jeu ? Coupez le chat ou les pings inutiles des joueurs via le menu TAB.;Is someone flaming in game? Mute unhelpful player chat or pings through the TAB menu.;LoadingScreen, Behaviour
Loading screen Behaviour;Même Jinx reste calme et se concentre sur une seule chose : le Nexus ennemi.;Even Jinx keeps cool and focuses on blowing up one thing: the enemy Nexus.;LoadingScreen, Behaviour
Loading screen Behaviour;Les jeux peuvent devenir chauds, mais les insultes raciales n'ont pas leur place dans League.;Games can get heated, but racial slurs have no place in League.;LoadingScreen, Behaviour
Loading screen Behaviour;Les erreurs dans le jeu peuvent être de nouvelles opportunités. Repensez votre stratégie.;In-game mistakes can be new opportunities. Rethink your strategy.;LoadingScreen, Behaviour
Loading screen Behaviour;Tout le monde aime une histoire de remontée de tueur. N'abandonnez pas !;Everyone loves a killer comeback story. Don't give up!;LoadingScreen, Behaviour
Loading screen Behaviour;Vous ne pouvez pas jouer à un jeu d'équipe sans équipe - ne soyez pas un partant !;You can't play a team game without a team -- don't be a leaver!;LoadingScreen, Behaviour
Loading screen Behaviour;Utilisez des pings intelligents pour alerter vos coéquipiers des menaces. Vous gagnerez plus de parties.;Use smart pings to alert your teammates to threats. You'll win more games.;LoadingScreen, Behaviour
Loading screen Behaviour;Les pings intelligents gardent vos mains là où vous en avez besoin !;Smart pings keep your hands where you need 'em!;LoadingScreen, Behaviour
Loading screen Behaviour;Un coéquipier a-t-il gardé son sang-froid, malgré les obstacles ? Honorez-le en fin de partie.;Did a teammate keep their cool, despite the odds? Honor them at end of game.;LoadingScreen, Behaviour
Loading screen Behaviour;Je ne peux pas toujours toucher mes skillshots. Je ne suis qu’un humain. -GorillA;I can't always land skill shots. I'm only human. - GorillA;LoadingScreen, Behaviour
Loading screen Behaviour;Si un joueur se démarque, honorez-le après le match !;If a player stands out, honor them after the game!;LoadingScreen, Behaviour
Loading screen Behaviour;Les joueurs qui travaillent avec leur équipe débloquent des privilèges sympas, comme du butin !;Players who work with their team unlock cool privileges, like loot!;LoadingScreen, Behaviour
Loading screen Behaviour;Restez concentré, restez cool : vous gagnerez plus.;Keep focused, keep cool: you'll win more.;LoadingScreen, Behaviour
Loading screen Behaviour;Au-dessus du niveau d'honneur 3 ? Soyez honoré cette partie et obtenez un style d'écran de chargement au prochain match.;Above Honor Level 3? Get honored this game and get a loading-screen flair next game.;LoadingScreen, Behaviour
Loading screen Behaviour;Aucune équipe n'est parfaite, mais vous êtes toujours une équipe. Sortez et battez-vous pour gagner!;No team is perfect, but you're still a team. Get out there and fight to win!;LoadingScreen, Behaviour
Loading screen Behaviour;Soutenez vos coéquipiers, respectez le jeu et montez de niveau dans l’Honneur.;Support your teammates, respect the game, and level up in Honor.;LoadingScreen, Behaviour
Loading screen Behaviour;Rester cool sous pression demande de la pratique. Respirez profondément si vous en avez besoin.;Staying cool under pressure takes practice. Take a deep breath if you need one.;LoadingScreen, Behaviour
Loading screen Behaviour;Battez vous avec honneur.;Fight with honor.;LoadingScreen, Behaviour
Loading screen Behaviour;Vous ne pouvez pas contrôler le tempérament des autres, mais vous pouvez garder la tête froide.;You can't control other's tempers, but you can keep a cool head.;LoadingScreen, Behaviour
Loading screen Behaviour;Lorsqu'un coéquipier reste concentré malgré les obstacles, honorez-le pour son sang-froid !;When a teammate stays focused despite the odds, honor them for staying cool!;LoadingScreen, Behaviour
Loading screen Behaviour;Gardez le jeu génial. Signalez délibérément les joueurs qui agissent inutilement de façon intentionnelle.;Keep the game awesome. Report purposefully unhelpful players.;LoadingScreen, Behaviour
Loading screen Behaviour;Utilisez les pings pour tenir vos coéquipiers informés ou faire des suggestions.;Use pings to keep your teammates informed or make suggestions.;LoadingScreen, Behaviour
Loading screen Behaviour;Des parties consécutives ? Rechargez-vous avec quelques touches d'orteils.;Back-to-back games? Recharge with a few toe touches.;LoadingScreen, Behaviour
Loading screen Behaviour;Cela semble stupide, mais une respiration profonde peut aider à prévenir le pétage de plomb.;It sounds dumb, but a deep breath can help prevent tilt.;LoadingScreen, Behaviour
Loading screen Behaviour;Si quelqu'un vous met mal à l'aise dans le jeu, signalez-le.;If someone makes you uncomfortable in game, report them.;LoadingScreen, Behaviour
Loading screen Behaviour;Soyez impossible à tilter !;Be un-tiltable!;LoadingScreen, Behaviour
Loading screen Behaviour;Ne soyez pas celui qui fait tilt vos coéquipiers en risquant de faire perdre la partie.;Don't be the one to tilt your teammates and risk losing the game.;LoadingScreen, Behaviour
Loading screen Behaviour;Si un coéquipier ramène un match qui était au bord du gouffre, honorez-le après le match !;If a teammate pulls the game back from the brink, honor them after the game!;LoadingScreen, Behaviour
Loading screen Behaviour;Ce n'est parfois pas facile de rester calme, mais si vous le faites, vous gagnerez plus de matchs.;It's not easy to keep calm sometimes, but if you do, you're going to win more games;LoadingScreen, Behaviour
Loading screen Behaviour;Afin de prévenir le tilt, il est préférable d’être bon pour s’attendre à l’inattendu !;Part of being tilt-proof means getting good at expecting the unexpected!;LoadingScreen, Behaviour
